"year","quarter","area_fips","area_title","quarterly_establishments","month_3_employment","month_3_employment_percent_change_oty","average_weekly_wages","average_weekly_wages_percent_change_oty"
"2007","1","40000","Oklahoma","97900","1534300","1.9","676","1.3"
"2007","1","41000","Oregon","133500","1707800","2.3","755","2.7"
"2007","1","42000","Pennsylvania","339600","5589600","0.9","849","5.1"
"2007","1","44000","Rhode Island","36000","472200","0.8","834","7.1"
"2007","1","45000","South Carolina","134700","1885900","3.0","677","2.3"
"2007","1","46000","South Dakota","29800","381900","2.4","602","3.4"
"2007","1","47000","Tennessee","139100","2732500","0.7","738","4.7"
"2007","1","48000","Texas","545900","10143000","3.3","872","5.6"
"2007","1","49000","Utah","84900","1203900","5.1","696","5.3"
"2007","1","50000","Vermont","24700","300000","-0.2","704","2.3"
"2007","1","51000","Virginia","225900","3644600","1.0","901","4.4"
"2007","1","53000","Washington","213400","2869900","3.1","868","4.3"
"2007","1","54000","West Virginia","48300","700300","0.3","652","4.2"
"2007","1","55000","Wisconsin","157500","2727700","0.5","745","3.9"
"2007","1","56000","Wyoming","24100","269100","4.8","730","9.3"
"2007","1","72000","Puerto Rico","56500","1024500","-2.3","476","5.3"
"2007","1","78000","Virgin Islands","3400","45600","-0.3","687","6.3"
"2007","2","US000","United States","8945900","137018200","1.2","820","4.6"
"2007","2","01000","Alabama","120100","1965400","1.1","697","3.6"
"2007","2","02000","Alaska","21100","325800","-0.5","832","5.6"
"2007","2","04000","Arizona","158900","2612400","1.2","786","4.4"
"2007","2","05000","Arkansas","82700","1186500","0.3","639","4.2"
"2007","2","06000","California","1291300","15832500","0.8","935","5.4"
"2007","2","08000","Colorado","179400","2326900","2.2","832","4.8"
"2007","2","09000","Connecticut","112500","1714200","0.9","1033","6.4"
"2007","2","10000","Delaware","29100","430200","0.0","870","2.2"
"2007","2","11000","District of Columbia","31900","683200","0.8","1357","4.3"
"2007","2","12000","Florida","604800","7894200","0.2","743","3.2"
"2007","2","13000","Georgia","270400","4091500","1.4","792","6.5"
"2007","2","15000","Hawaii","38600","631200","1.4","736","4.2"
"2007","2","16000","Idaho","57100","679100","3.0","626","2.3"
"2007","2","17000","Illinois","358600","5956300","0.8","874","4.4"
"2007","2","18000","Indiana","158200","2933400","0.5","702","2.6"
"2007","2","19000","Iowa","93400","1518600","0.9","664","3.9"
"2007","2","20000","Kansas","85700","1370700","2.0","702","4.8"
"2007","2","21000","Kentucky","109800","1828200","1.7","700","4.2"
"2007","2","22000","Louisiana","119900","1880200","3.2","711","4.1"
"2007","2","23000","Maine","50000","619600","0.6","658","4.1"
"2007","2","24000","Maryland","164000","2584900","0.7","899","5.3"
"2007","2","25000","Massachusetts","210100","3300700","1.2","1008","4.8"
"2007","2","26000","Michigan","257100","4252900","-1.4","807","2.9"
"2007","2","27000","Minnesota","170700","2730900","0.0","834","5.6"
"2007","2","28000","Mississippi","69700","1137400","0.9","609","3.6"
"2007","2","29000","Missouri","174700","2764600","0.8","727","3.4"
"2007","2","30000","Montana","42300","449800","1.7","611","6.3"
"2007","2","31000","Nebraska","58700","930900","1.6","654","3.5"
"2007","2","32000","Nevada","74700","1297900","1.0","776","3.7"
"2007","2","33000","New Hampshire","49000","643700","0.7","823","6.3"
"2007","2","34000","New Jersey","278100","4066700","0.4","989","4.3"
"2007","2","35000","New Mexico","53700","833300","1.1","686","5.2"
"2007","2","36000","New York","576800","8688800","1.3","1020","5.9"
"2007","2","37000","North Carolina","251000","4090500","3.0","718","4.1"
"2007","2","38000","North Dakota","25100","347700","1.5","619","4.7"
"2007","2","39000","Ohio","290500","5384600","-0.1","740","3.4"
"2007","2","40000","Oklahoma","99100","1538500","1.6","665","4.1"
"2007","2","41000","Oregon","130800","1761600","1.7","742","4.5"
"2007","2","42000","Pennsylvania","338700","5740300","1.1","802","4.6"
"2007","2","44000","Rhode Island","36100","492900","0.3","774","2.5"
"2007","2","45000","South Carolina","115800","1917400","3.0","665","2.9"
"2007","2","46000","South Dakota","30100","404300","2.1","590","4.8"
"2007","2","47000","Tennessee","140700","2768700","0.7","729","3.6"
"2007","2","48000","Texas","548700","10296100","3.4","827","5.9"
"2007","2","49000","Utah","86300","1233700","4.4","698","6.6"
"2007","2","50000","Vermont","24700","306600","-0.5","698","5.0"
"2007","2","51000","Virginia","227400","3731500","1.0","859","4.4"
"2007","2","53000","Washington","216700","2989800","2.7","835","4.6"
"2007","2","54000","West Virginia","48700","717100","0.3","659","3.6"
"2007","2","55000","Wisconsin","158200","2845800","0.4","709","3.7"
"2007","2","56000","Wyoming","24400","288300","3.3","739","8.0"
"2007","2","72000","Puerto Rico","56900","1020700","-1.6","460","6.0"
"2007","2","78000","Virgin Islands","3400","46900","3.4","707","4.1"
"2007","3","US000","United States","9012800","136246900","0.9","818","4.3"
"2007","3","01000","Alabama","119900","1959000","1.1","707","3.7"
"2007","3","02000","Alaska","21200","327300","0.7","840","5.4"
"2007","3","04000","Arizona","160600","2644900","0.5","783","4.1"
"2007","3","05000","Arkansas","83400","1184500","0.3","629","4.1"
"2007","3","06000","California","1314100","15755000","0.7","932","4.5"
"2007","3","08000","Colorado","180900","2314300","2.4","844","3.2"
"2007","3","09000","Connecticut","112900","1696900","1.0","1021","6.6"
"2007","3","10000","Delaware","29100","425200","0.1","860","1.2"
"2007","3","11000","District of Columbia","32100","679000","0.6","1376","5.3"
"2007","3","12000","Florida","606800","7879900","-0.9","741","4.1"
"2007","3","13000","Georgia","272400","4089400","1.2","782","4.1"
"2007","3","15000","Hawaii","38700","624400","0.3","760","5.4"
"2007","3","16000","Idaho","57000","675500","2.2","634","3.4"
"2007","3","17000","Illinois","361600","5917600","0.6","866","4.0"
"2007","3","18000","Indiana","159200","2937400","0.5","702","2.2"
"2007","3","19000","Iowa","93900","1494500","0.9","668","4.2"
"2007","3","20000","Kansas","85800","1368700","1.7","680","2.7"
"2007","3","21000","Kentucky","110500","1814300","1.0","676","3.0"
"2007","3","22000","Louisiana","120900","1880800","2.7","716","4.5"
"2007","3","23000","Maine","50400","615300","0.7","660","3.9"
"2007","3","24000","Maryland","164000","2563700","0.7","892","4.1"
"2007","3","25000","Massachusetts","211600","3261000","1.0","1002","5.5"
"2007","3","26000","Michigan","257600","4218200","-1.4","808","2.4"
"2007","3","27000","Minnesota","177600","2713300","0.9","822","4.6"
"2007","3","28000","Mississippi","70200","1142200","0.6","607","3.8"
"2007","3","29000","Missouri","175700","2746700","0.8","719","4.2"
"2007","3","30000","Montana","42800","446100","2.7","608","4.6"
"2007","3","31000","Nebraska","59000","922700","1.7","666","5.4"
"2007","3","32000","Nevada","75200","1286400","-0.1","792","5.5"
"2007","3","33000","New Hampshire","49500","637200","0.3","799","3.2"
"2007","3","34000","New Jersey","275100","3985200","0.1","965","3.7"
"2007","3","35000","New Mexico","53900","830400","0.8","682","4.1"
"2007","3","36000","New York","580300","8585300","1.3","1009","6.1"
"2007","3","37000","North Carolina","254300","4104100","2.4","719","3.5"
"2007","3","38000","North Dakota","25200","347400","1.5","621","5.8"
"2007","3","39000","Ohio","290800","5331900","-0.2","745","2.8"
"2007","3","40000","Oklahoma","99600","1548200","1.8","666","5.5"
"2007","3","41000","Oregon","131200","1751700","1.2","750","4.2"
"2007","3","42000","Pennsylvania","339700","5673400","0.5","802","4.4"
"2007","3","44000","Rhode Island","36200","486100","-1.0","759","-0.1"
"2007","3","45000","South Carolina","116600","1904700","1.7","664","3.6"
"2007","3","46000","South Dakota","30300","397500","2.0","598","4.7"
"2007","3","47000","Tennessee","141300","2774400","0.5","728","4.3"
"2007","3","48000","Texas","551300","10304900","2.9","825","5.0"
"2007","3","49000","Utah","87100","1231600","3.6","696","5.5"
"2007","3","50000","Vermont","25000","305200","-0.2","699","4.0"
"2007","3","51000","Virginia","229300","3686600","1.0","857","5.0"
"2007","3","53000","Washington","218700","2976500","2.1","878","6.7"
"2007","3","54000","West Virginia","48900","713800","0.3","623","4.0"
"2007","3","55000","Wisconsin","159000","2802300","-0.1","705","2.6"
"2007","3","56000","Wyoming","24600","284300","3.6","734","4.1"
"2007","3","72000","Puerto Rico","57100","1008000","-1.1","453","2.5"
"2007","3","78000","Virgin Islands","3500","45000","0.7","682","-0.3"
"2007","4","US000","United States","9064500","137027300","0.8","898","4.2"
"2007","4","01000","Alabama","121100","1971000","1.2","762","3.3"
"2007","4","02000","Alaska","21100","299400","1.0","877","4.9"
"2007","4","04000","Arizona","160900","2693300","-0.1","827","2.6"
"2007","4","05000","Arkansas","84100","1187600","0.7","712","9.2"
"2007","4","06000","California","1340600","15794700","0.8","1035","4.8"
"2007","4","08000","Colorado","177700","2329900","2.0","927","5.7"
"2007","4","09000","Connecticut","113200","1717800","0.7","1149","4.5"
"2007","4","10000","Delaware","28600","428800","0.3","926","3.3"
"2007","4","11000","District of Columbia","32400","681600","0.7","1506","5.8"
"2007","4","12000","Florida","614500","8024300","-1.3","810","2.8"
"2007","4","13000","Georgia","275000","4111500","0.6","835","2.8"
"2007","4","15000","Hawaii","38900","637200","0.7","793","4.1"
"2007","4","16000","Idaho","57200","660200","1.7","686","2.1"
"2007","4","17000","Illinois","363700","5933000","0.6","975","5.1"
"2007","4","18000","Indiana","158200","2929100","0.1","745","3.0"
"2007","4","19000","Iowa","94000","1498500","0.7","732","4.9"
"2007","4","20000","Kansas","86300","1372700","1.2","745","2.6"
"2007","4","21000","Kentucky","111700","1830500","0.8","732","3.4"
"2007","4","22000","Louisiana","121100","1903100","2.3","783","4.7"
"2007","4","23000","Maine","50600","608800","0.8","707","4.1"
"2007","4","24000","Maryland","165200","2580100","0.4","986","4.7"
"2007","4","25000","Massachusetts","212700","3270900","0.7","1133","5.4"
"2007","4","26000","Michigan","256900","4194900","-1.2","873","2.5"
"2007","4","27000","Minnesota","170900","2708700","0.8","883","5.1"
"2007","4","28000","Mississippi","70600","1148900","0.7","654","3.8"
"2007","4","29000","Missouri","176100","2746200","0.3","780","5.3"
"2007","4","30000","Montana","42900","440400","2.1","659","5.4"
"2007","4","31000","Nebraska","59600","925200","1.3","723","5.2"
"2007","4","32000","Nevada","76500","1290800","0.4","872","6.7"
"2007","4","33000","New Hampshire","49700","638800","0.3","914","-0.3"
"2007","4","34000","New Jersey","275800","4027400","0.2","1092","3.5"
"2007","4","35000","New Mexico","54500","831700","1.1","738","4.8"
"2007","4","36000","New York","579200","8762700","1.4","1152","4.2"
"2007","4","37000","North Carolina","257300","4127700","1.5","777","3.5"
"2007","4","38000","North Dakota","25400","347700","2.0","690","7.3"
"2007","4","39000","Ohio","291400","5336800","-0.2","795","2.8"
"2007","4","40000","Oklahoma","100100","1556100","1.3","721","6.2"
"2007","4","41000","Oregon","131400","1740500","0.9","798","4.6"
"2007","4","42000","Pennsylvania","340500","5712800","0.5","873","4.2"
"2007","4","44000","Rhode Island","36100","480900","-1.5","838","2.6"
"2007","4","45000","South Carolina","118000","1904000","1.0","716","4.1"
"2007","4","46000","South Dakota","30300","393500","1.7","647","5.4"
"2007","4","47000","Tennessee","141800","2790300","0.9","813","4.0"
"2007","4","48000","Texas","555400","10460800","3.0","911","4.6"
"2007","4","49000","Utah","88100","1241800","2.8","758","4.6"
"2007","4","50000","Vermont","24900","309100","-0.2","743","4.9"
"2007","4","51000","Virginia","227600","3709000","0.7","921","3.8"
"2007","4","53000","Washington","221400","2936000","2.6","885","4.6"
"2007","4","54000","West Virginia","48800","716800","0.4","683","4.1"
"2007","4","55000","Wisconsin","159800","2803900","0.3","769","3.1"
"2007","4","56000","Wyoming","24700","279600","3.0","815","7.1"
"2007","4","72000","Puerto Rico","56500","1055200","-1.4","517","4.4"
"2007","4","78000","Virgin Islands","3500","46000","0.6","738","3.9"
"2008","1","US000","United States","9112700","134761100","0.4","905","2.4"
"2008","1","01000","Alabama","121700","1947000","-0.2","740","3.2"
"2008","1","02000","Alaska","21100","303000","1.0","866","4.2"
"2008","1","04000","Arizona","162700","2639700","-1.3","820","2.4"
"2008","1","05000","Arkansas","85200","1178400","-0.1","667","4.1"
"2008","1","06000","California","1345100","15561500","0.1","1008","2.1"
"2008","1","08000","Colorado","178200","2300000","1.7","920","3.6"
"2008","1","09000","Connecticut","113200","1683900","1.2","1254","-0.6"
"2008","1","10000","Delaware","29000","418400","0.5","987","0.1"
"2008","1","11000","District of Columbia","32500","680800","1.1","1488","4.3"
"2008","1","12000","Florida","631000","7918600","-2.2","777","1.8"
"2008","1","13000","Georgia","276400","4060900","0.1","847","1.3"
"2008","1","15000","Hawaii","39000","628100","0.2","773","3.5"
"2008","1","16000","Idaho","57600","645300","0.2","635","0.3"
"2008","1","17000","Illinois","365000","5796100","0.1","980","2.6"
"2008","1","18000","Indiana","160100","2858700","-0.7","757","2.4"
"2008","1","19000","Iowa","94200","1469800","0.9","710","3.6"
"2008","1","20000","Kansas","86000","1363200","1.0","737","2.4"
"2008","1","21000","Kentucky","112900","1794000","0.1","714","2.4"
"2008","1","22000","Louisiana","121700","1887300","1.3","765","4.8"
"2008","1","23000","Maine","50800","584100","0.5","701","3.5"
"2008","1","24000","Maryland","164800","2530300","0.0","963","2.8"
"2008","1","25000","Massachusetts","212700","3203100","0.9","1143","3.3"
"2008","1","26000","Michigan","259100","4058800","-1.8","857","0.9"
"2008","1","27000","Minnesota","173500","2644800","0.6","908","4.0"
"2008","1","28000","Mississippi","71000","1138200","0.8","634","3.3"
"2008","1","29000","Missouri","175200","2708000","0.0","768","3.5"
"2008","1","30000","Montana","42900","432400","0.9","625","4.3"
"2008","1","31000","Nebraska","59100","912200","1.4","687","3.2"
"2008","1","32000","Nevada","76700","1266300","-1.2","839","4.7"
"2008","1","33000","New Hampshire","48900","621200","0.3","863","3.4"
"2008","1","34000","New Jersey","276300","3939900","0.5","1133","3.3"
"2008","1","35000","New Mexico","54500","823800","0.6","717","4.7"
"2008","1","36000","New York","582300","8555000","1.3","1399","0.1"
"2008","1","37000","North Carolina","258400","4069100","0.9","788","1.3"
"2008","1","38000","North Dakota","25400","343300","2.6","652","6.2"
"2008","1","39000","Ohio","294400","5189100","-1.0","798","1.0"
"2008","1","40000","Oklahoma","100400","1560000","1.6","707","4.7"
"2008","1","41000","Oregon","133800","1713100","0.3","776","2.9"
"2008","1","42000","Pennsylvania","341500","5608800","0.5","869","2.4"
"2008","1","44000","Rhode Island","35900","464800","-1.5","851","2.3"
"2008","1","45000","South Carolina","117400","1888300","0.1","695","2.8"
"2008","1","46000","South Dakota","30300","389400","2.0","632","5.2"
"2008","1","47000","Tennessee","143400","2746400","0.6","761","3.3"
"2008","1","48000","Texas","558700","10420800","2.8","903","3.6"
"2008","1","49000","Utah","86700","1220200","1.4","718","3.2"
"2008","1","50000","Vermont","24800","300800","-0.3","735","4.4"
"2008","1","51000","Virginia","229200","3653500","0.2","918","2.0"
"2008","1","53000","Washington","218900","2928600","2.1","899","3.7"
"2008","1","54000","West Virginia","48800","700300","0.3","679","4.0"
"2008","1","55000","Wisconsin","159700","2734300","0.2","760","2.2"
"2008","1","56000","Wyoming","24800","277200","2.9","779","6.7"
"2008","1","72000","Puerto Rico","57100","1004500","-1.6","489","2.7"
"2008","1","78000","Virgin Islands","3500","46500","1.1","708","3.4"
"2008","2","US000","United States","9107300","136631800","-0.3","841","2.6"
"2008","2","01000","Alabama","121700","1955400","-0.5","720","3.3"
"2008","2","02000","Alaska","21300","330600","1.4","860","3.1"
"2008","2","04000","Arizona","163200","2543900","-2.6","806","2.4"
"2008","2","05000","Arkansas","85600","1183500","-0.2","661","3.4"
"2008","2","06000","California","1322400","15760300","-0.5","955","2.2"
"2008","2","08000","Colorado","179300","2346300","0.8","858","3.1"
"2008","2","09000","Connecticut","113400","1722300","0.5","1036","0.3"
"2008","2","10000","Delaware","29100","427300","-0.9","862","-0.8"
"2008","2","11000","District of Columbia","32600","691400","1.2","1433","5.9"
"2008","2","12000","Florida","627500","7620100","-3.4","762","2.6"
"2008","2","13000","Georgia","276600","4059700","-0.6","787","-0.6"
"2008","2","15000","Hawaii","39100","623900","-1.3","764","3.9"
"2008","2","16000","Idaho","57500","671900","-0.9","636","1.6"
"2008","2","17000","Illinois","367100","5930000","-0.4","893","2.3"
"2008","2","18000","Indiana","160400","2906500","-0.9","715","1.9"
"2008","2","19000","Iowa","93900","1521200","0.1","683","2.9"
"2008","2","20000","Kansas","86600","1389100","1.2","720","2.4"
"2008","2","21000","Kentucky","113500","1818900","-0.5","718","2.6"
"2008","2","22000","Louisiana","122100","1900300","1.2","750","5.5"
"2008","2","23000","Maine","50800","620300","0.1","676","2.7"
"2008","2","24000","Maryland","165600","2577700","-0.3","920","2.8"
"2008","2","25000","Massachusetts","213400","3310400","0.1","1044","3.6"
"2008","2","26000","Michigan","258400","4163300","-2.2","825","2.4"
"2008","2","27000","Minnesota","173600","2733900","-0.5","849","1.8"
"2008","2","28000","Mississippi","71000","1139100","0.1","635","4.4"
"2008","2","29000","Missouri","175200","2761600","0.0","752","3.4"
"2008","2","30000","Montana","43100","450300","0.1","629","2.9"
"2008","2","31000","Nebraska","59500","936100","0.5","676","3.4"
"2008","2","32000","Nevada","76900","1271800","-1.9","797","2.7"
"2008","2","33000","New Hampshire","49300","641900","-0.4","835","1.5"
"2008","2","34000","New Jersey","278700","4054400","-0.4","1004","1.6"
"2008","2","35000","New Mexico","54400","837200","0.6","715","4.2"
"2008","2","36000","New York","583500","8758200","0.6","1040","2.3"
"2008","2","37000","North Carolina","258900","4083600","-0.1","735","2.4"
"2008","2","38000","North Dakota","25600","356400","2.5","654","5.8"
"2008","2","39000","Ohio","294600","5315000","-1.3","757","2.3"
"2008","2","40000","Oklahoma","101000","1556000","1.0","701","5.3"
"2008","2","41000","Oregon","131300","1747400","-0.8","764","3.0"
"2008","2","42000","Pennsylvania","343200","5743300","0.1","827","3.1"
"2008","2","44000","Rhode Island","35900","481600","-2.2","796","2.8"
"2008","2","45000","South Carolina","118300","1907500","-0.6","681","2.4"
"2008","2","46000","South Dakota","30500","409000","1.2","606","2.9"
"2008","2","47000","Tennessee","143200","2752700","-0.4","745","1.9"
"2008","2","48000","Texas","561400","10510300","2.2","849","2.5"
"2008","2","49000","Utah","86900","1234300","0.1","716","2.6"
"2008","2","50000","Vermont","25000","305600","-0.9","718","3.0"
"2008","2","51000","Virginia","231100","3720400","-0.3","885","3.0"
"2008","2","53000","Washington","219300","3000900","0.3","862","3.4"
"2008","2","54000","West Virginia","48900","715300","0.0","695","5.1"
"2008","2","55000","Wisconsin","160900","2836800","-0.5","730","3.1"
"2008","2","56000","Wyoming","25000","296700","2.7","780","5.4"
"2008","2","72000","Puerto Rico","56900","997800","-2.0","475","3.5"
"2008","2","78000","Virgin Islands","3500","45900","-2.2","703","-0.6"
"2008","3","US000","United States","9150800","135173800","-0.8","841","2.8"
"2008","3","01000","Alabama","121800","1936400","-1.2","730","3.3"
"2008","3","02000","Alaska","21600","332100","1.4","872","3.7"
"2008","3","04000","Arizona","164100","2570100","-3.0","798","2.0"
"2008","3","05000","Arkansas","86100","1185000","-0.1","649","3.0"
"2008","3","06000","California","1344600","15527100","-1.4","959","2.9"
"2008","3","08000","Colorado","180400","2322700","0.4","877","3.8"
"2008","3","09000","Connecticut","113500","1692500","-0.3","1032","1.0"
"2008","3","10000","Delaware","29500","420600","-1.1","879","2.1"
"2008","3","11000","District of Columbia","33800","688200","1.4","1391","1.0"
"2008","3","12000","Florida","625200","7546400","-4.1","756","2.2"
"2008","3","13000","Georgia","276600","4018600","-1.6","794","1.5"
"2008","3","15000","Hawaii","39100","613000","-2.1","774","1.8"
"2008","3","16000","Idaho","57000","665700","-1.4","643","1.3"
"2008","3","17000","Illinois","369700","5872800","-0.7","891","2.9"
"2008","3","18000","Indiana","160500","2897600","-1.4","718","2.3"
"2008","3","19000","Iowa","94600","1499000","0.2","696","4.2"
"2008","3","20000","Kansas","86700","1368900","0.0","711","4.6"
"2008","3","21000","Kentucky","110400","1795300","-1.0","692","2.4"
"2008","3","22000","Louisiana","124100","1877400","-0.2","756","5.6"
"2008","3","23000","Maine","50700","610800","-0.6","683","3.5"
"2008","3","24000","Maryland","163900","2543400","-0.8","920","3.1"
"2008","3","25000","Massachusetts","213900","3265700","0.0","1025","2.3"
"2008","3","26000","Michigan","259000","4093900","-3.0","820","1.5"
"2008","3","27000","Minnesota","171600","2699600","-0.5","862","4.7"
"2008","3","28000","Mississippi","70800","1128300","-1.3","631","4.0"
"2008","3","29000","Missouri","175400","2736100","-0.4","739","2.8"
"2008","3","30000","Montana","43300","446400","0.1","628","3.1"
"2008","3","31000","Nebraska","60000","925700","0.2","694","4.2"
"2008","3","32000","Nevada","77500","1253000","-2.7","809","2.1"
"2008","3","33000","New Hampshire","49800","634600","-0.5","822","2.8"
"2008","3","34000","New Jersey","277800","3952900","-0.7","990","2.5"
"2008","3","35000","New Mexico","54700","835200","0.7","712","3.5"
"2008","3","36000","New York","586100","8633800","0.5","1030","2.2"
"2008","3","37000","North Carolina","259400","4064200","-1.0","741","3.1"
"2008","3","38000","North Dakota","25800","357000","2.8","665","6.9"
"2008","3","39000","Ohio","295500","5251100","-1.5","766","2.8"
"2008","3","40000","Oklahoma","100900","1562800","1.2","698","4.5"
"2008","3","41000","Oregon","132500","1734100","-1.0","766","2.1"
"2008","3","42000","Pennsylvania","343500","5679000","0.0","822","2.5"
"2008","3","44000","Rhode Island","35900","476000","-2.0","778","2.5"
"2008","3","45000","South Carolina","119600","1874600","-1.5","683","2.9"
"2008","3","46000","South Dakota","30600","401300","1.0","623","4.2"
"2008","3","47000","Tennessee","143500","2730400","-1.5","745","2.8"
"2008","3","48000","Texas","563600","10438300","1.4","850","2.9"
"2008","3","49000","Utah","87300","1229300","-0.1","717","2.9"
"2008","3","50000","Vermont","25100","304200","-0.5","722","3.3"
"2008","3","51000","Virginia","232700","3676100","-0.3","877","2.3"
"2008","3","53000","Washington","225500","3007500","1.0","903","3.0"
"2008","3","54000","West Virginia","48900","716400","0.6","661","5.9"
"2008","3","55000","Wisconsin","161600","2788700","-0.6","730","3.4"
"2008","3","56000","Wyoming","25200","294000","3.3","781","6.4"
"2008","3","72000","Puerto Rico","55600","992800","-1.6","477","5.5"
"2008","3","78000","Virgin Islands","3500","44900","-0.9","709","4.3"
"2008","4","US000","United States","9177500","133870400","-2.3","918","2.2"
"2008","4","01000","Alabama","121600","1909800","-3.1","790","3.5"
"2008","4","02000","Alaska","21400","303900","1.6","927","5.7"
"2008","4","04000","Arizona","164500","2557900","-5.1","848","2.7"
"2008","4","05000","Arkansas","86500","1168200","-1.5","706","-1.0"
"2008","4","06000","California","1370000","15288500","-3.2","1042","0.7"
"2008","4","08000","Colorado","177100","2295800","-1.5","932","0.5"
"2008","4","09000","Connecticut","113500","1688000","-1.7","1164","1.2"
"2008","4","10000","Delaware","29400","416800","-3.0","943","1.9"
"2008","4","11000","District of Columbia","34400","687500","0.3","1570","5.1"
"2008","4","12000","Florida","623000","7586600","-5.3","824","1.6"
"2008","4","13000","Georgia","276700","3970300","-3.5","853","2.3"
"2008","4","15000","Hawaii","39300","614700","-3.5","821","3.5"
"2008","4","16000","Idaho","57200","634100","-3.9","693","1.0"
"2008","4","17000","Illinois","371500","5795800","-2.3","985","1.0"
"2008","4","18000","Indiana","161400","2831300","-3.4","764","2.7"
"2008","4","19000","Iowa","94600","1483700","-1.0","756","3.1"
"2008","4","20000","Kansas","87200","1370200","-0.2","769","3.1"
"2008","4","21000","Kentucky","108400","1783200","-2.6","754","3.0"
"2008","4","22000","Louisiana","128500","1907500","0.1","829","5.9"
"2008","4","23000","Maine","51100","595300","-2.1","735","4.0"
"2008","4","24000","Maryland","164300","2531800","-1.9","1010","2.4"
"2008","4","25000","Massachusetts","215100","3239600","-1.1","1154","1.8"
"2008","4","26000","Michigan","258200","3993300","-4.9","903","3.6"
"2008","4","27000","Minnesota","172000","2658800","-1.9","907","2.6"
"2008","4","28000","Mississippi","71000","1117200","-2.8","679","3.8"
"2008","4","29000","Missouri","175700","2700900","-1.7","842","7.9"
"2008","4","30000","Montana","43200","433800","-1.5","678","2.9"
"2008","4","31000","Nebraska","60400","923100","-0.3","730","1.0"
"2008","4","32000","Nevada","77500","1206500","-6.5","862","-1.1"
"2008","4","33000","New Hampshire","49900","626200","-2.0","936","2.2"
"2008","4","34000","New Jersey","273700","3927700","-2.4","1123","2.8"
"2008","4","35000","New Mexico","54900","821200","-1.2","768","3.9"
"2008","4","36000","New York","585900","8677400","-1.0","1169","1.4"
"2008","4","37000","North Carolina","260100","4003800","-3.0","793","1.9"
"2008","4","38000","North Dakota","25800","354400","1.9","725","5.1"
"2008","4","39000","Ohio","293000","5167500","-3.2","816","2.6"
"2008","4","40000","Oklahoma","100800","1559800","0.0","755","4.9"
"2008","4","41000","Oregon","134100","1676600","-3.7","808","1.3"
"2008","4","42000","Pennsylvania","344000","5645800","-1.3","897","2.6"
"2008","4","44000","Rhode Island","35900","464300","-3.4","887","5.7"
"2008","4","45000","South Carolina","119500","1837100","-3.5","731","2.1"
"2008","4","46000","South Dakota","30800","395200","0.4","663","2.5"
"2008","4","47000","Tennessee","143100","2695700","-3.3","824","1.4"
"2008","4","48000","Texas","566600","10510800","0.4","933","2.4"
"2008","4","49000","Utah","88300","1215000","-2.1","770","1.4"
"2008","4","50000","Vermont","25100","304400","-1.7","774","4.3"
"2008","4","51000","Virginia","233500","3656800","-1.3","953","3.3"
"2008","4","53000","Washington","222800","2885000","-1.8","918","3.7"
"2008","4","54000","West Virginia","48900","713800","-0.1","735","7.1"
"2008","4","55000","Wisconsin","161100","2753200","-1.9","793","3.0"
"2008","4","56000","Wyoming","25200","284500","1.5","850","4.3"
"2008","4","72000","Puerto Rico","55300","1028500","-2.9","528","2.3"
"2008","4","78000","Virgin Islands","3600","45500","-1.4","731","-0.8"
"2009","1","US000","United States","9113900","128992200","-4.2","882","-2.5"
"2009","1","01000","Alabama","119200","1844600","-5.2","736","-0.4"
"2009","1","02000","Alaska","21300","303500","0.1","887","2.5"
"2009","1","04000","Arizona","164600","2459700","-6.9","807","-1.3"
"2009","1","05000","Arkansas","86400","1144500","-2.9","695","4.2"
"2009","1","06000","California","1369600","14742500","-5.0","994","-1.2"
"2009","1","08000","Colorado","176600","2211000","-3.9","913","-0.8"
"2009","1","09000","Connecticut","113000","1620100","-3.8","1189","-5.6"
"2009","1","10000","Delaware","29300","399900","-5.1","975","-0.8"
"2009","1","11000","District of Columbia","33300","679200","-0.1","1461","-1.9"
"2009","1","12000","Florida","612200","7352200","-7.0","771","-0.8"
"2009","1","13000","Georgia","274400","3835900","-5.4","831","-1.4"
"2009","1","15000","Hawaii","39200","599100","-4.9","775","0.4"
"2009","1","16000","Idaho","56700","603400","-6.3","638","0.3"
"2009","1","17000","Illinois","372200","5552000","-4.2","951","-3.0"
"2009","1","18000","Indiana","161300","2701100","-5.6","739","-2.4"
"2009","1","19000","Iowa","94600","1432500","-2.5","709","-0.1"
"2009","1","20000","Kansas","87300","1326200","-2.6","719","-2.3"
"2009","1","21000","Kentucky","109100","1710000","-4.6","712","-0.3"
"2009","1","22000","Louisiana","124200","1867400","-1.1","772","0.8"
"2009","1","23000","Maine","51000","563100","-3.7","688","-1.9"
"2009","1","24000","Maryland","164500","2452800","-3.1","964","0.1"
"2009","1","25000","Massachusetts","213000","3102800","-3.3","1101","-3.7"
"2009","1","26000","Michigan","253800","3765900","-7.2","825","-3.7"
"2009","1","27000","Minnesota","168600","2538500","-4.0","882","-2.9"
"2009","1","28000","Mississippi","71000","1087900","-4.5","633","-0.2"
"2009","1","29000","Missouri","173700","2618300","-3.4","771","0.1"
"2009","1","30000","Montana","42900","413900","-4.2","628","0.5"
"2009","1","31000","Nebraska","59600","894800","-2.0","699","1.7"
"2009","1","32000","Nevada","76600","1150800","-9.1","810","-3.5"
