"year","quarter","area_fips","ownership","industry_code","area_title","industry_title","quarterly_establishments","month_3_employment","month_3_employment_percent_change_oty","average_weekly_wages","average_weekly_wages_percent_change_oty"
"2007","4","48113","5","10","Dallas, TX","Private industry","67400","1338500","2.1","1131","3.7"
"2007","4","48113","5","1011","Dallas, TX","Natural resources and mining","600","7400","[ND]","3412","[ND]"
"2007","4","48113","5","1012","Dallas, TX","Construction","4400","83700","2.7","1058","3.8"
"2007","4","48113","5","1013","Dallas, TX","Manufacturing","3100","141400","-1.3","1231","7.7"
"2007","4","48113","5","1021","Dallas, TX","Trade, transportation, and utilities","15100","316100","1.6","1037","6.8"
"2007","4","48113","5","1022","Dallas, TX","Information","1700","48400","[ND]","1503","[ND]"
"2007","4","48113","5","1023","Dallas, TX","Financial activities","8700","145100","0.7","1457","-2.1"
"2007","4","48113","5","1024","Dallas, TX","Professional and business services","14800","278100","3.7","1338","3.4"
"2007","4","48113","5","1025","Dallas, TX","Education and health services","6600","148700","4.9","1021","2.6"
"2007","4","48113","5","1026","Dallas, TX","Leisure and hospitality","5400","129200","4.0","497","2.7"
"2007","4","48113","5","1027","Dallas, TX","Other services","6500","39500","2.6","658","3.1"
"2007","4","48113","8","10","Dallas, TX","Government","500","166200","2.3","960","5.5"
"2007","4","06073","0","10","San Diego, CA","Total, All Industries","96400","1340300","0.1","963","4.4"
"2007","4","06073","5","10","San Diego, CA","Private industry","95100","1112900","-0.1","945","3.7"
"2007","4","06073","5","1011","San Diego, CA","Natural resources and mining","800","10700","2.7","576","-2.2"
"2007","4","06073","5","1012","San Diego, CA","Construction","7300","81700","-10.3","1080","5.1"
"2007","4","06073","5","1013","San Diego, CA","Manufacturing","3200","103600","[ND]","1302","7.9"
"2007","4","06073","5","1021","San Diego, CA","Trade, transportation, and utilities","14500","231000","-0.7","750","3.3"
"2007","4","06073","5","1022","San Diego, CA","Information","1300","38900","2.6","1913","12.5"
"2007","4","06073","5","1023","San Diego, CA","Financial activities","9900","78600","-5.3","1172","0.4"
"2007","4","06073","5","1024","San Diego, CA","Professional and business services","16500","217400","0.8","1216","2.5"
"2007","4","06073","5","1025","San Diego, CA","Education and health services","8100","130700","3.4","927","3.3"
"2007","4","06073","5","1026","San Diego, CA","Leisure and hospitality","6900","160300","1.9","410","3.8"
"2007","4","06073","5","1027","San Diego, CA","Other services","23800","56200","0.4","489","-0.8"
"2007","4","06073","8","10","San Diego, CA","Government","1300","227400","1.5","1050","7.4"
"2007","4","53033","0","10","King, WA","Total, All Industries","77000","1194100","3.0","1088","4.1"
"2007","4","53033","5","10","King, WA","Private industry","76500","1040000","3.3","1098","3.9"
"2007","4","53033","5","1011","King, WA","Natural resources and mining","400","2700","4.5","1407","6.1"
"2007","4","53033","5","1012","King, WA","Construction","6800","72500","9.9","1119","8.2"
"2007","4","53033","5","1013","King, WA","Manufacturing","2500","112400","1.4","1353","-1.2"
"2007","4","53033","5","1021","King, WA","Trade, transportation, and utilities","14700","227900","2.3","944","4.8"
"2007","4","53033","5","1022","King, WA","Information","1800","76800","3.7","1920","2.2"
"2007","4","53033","5","1023","King, WA","Financial activities","7000","76000","-0.7","1378","2.3"
"2007","4","53033","5","1024","King, WA","Professional and business services","13300","192600","5.1","1320","5.8"
"2007","4","53033","5","1025","King, WA","Education and health services","6400","123400","4.0","863","5.5"
"2007","4","53033","5","1026","King, WA","Leisure and hospitality","6100","111400","3.0","443","3.7"
"2007","4","53033","5","1027","King, WA","Other services","17600","44200","2.1","607","8.2"
"2007","4","53033","8","10","King, WA","Government","500","154100","1.0","1026","5.9"
"2007","4","12086","0","10","Miami-Dade, FL","Total, All Industries","87800","1032100","0.0","902","0.6"
"2007","4","12086","5","10","Miami-Dade, FL","Private industry","87400","877900","-0.2","888","0.2"
"2007","4","12086","5","1011","Miami-Dade, FL","Natural resources and mining","500","10400","-1.3","516","6.2"
"2007","4","12086","5","1012","Miami-Dade, FL","Construction","6400","50600","[ND]","935","[ND]"
"2007","4","12086","5","1013","Miami-Dade, FL","Manufacturing","2600","45700","-5.2","817","2.1"
"2007","4","12086","5","1021","Miami-Dade, FL","Trade, transportation, and utilities","23500","260200","0.3","808","-0.7"
"2007","4","12086","5","1022","Miami-Dade, FL","Information","1500","20700","1.0","1205","0.8"
"2007","4","12086","5","1023","Miami-Dade, FL","Financial activities","10600","71600","-1.8","1397","4.6"
"2007","4","12086","5","1024","Miami-Dade, FL","Professional and business services","17800","135800","[ND]","1147","[ND]"
"2007","4","12086","5","1025","Miami-Dade, FL","Education and health services","9200","139400","3.6","883","3.9"
"2007","4","12086","5","1026","Miami-Dade, FL","Leisure and hospitality","5900","104200","1.6","509","5.8"
"2007","4","12086","5","1027","Miami-Dade, FL","Other services","7700","36500","2.9","543","3.8"
"2007","4","12086","8","10","Miami-Dade, FL","Government","400","154200","1.2","981","2.4"
"2008","1","US000","0","10","United States","Total, All Industries","9112700","134761100","0.4","905","2.4"
"2008","1","US000","5","10","United States","Private industry","8820900","112728200","0.2","913","2.4"
"2008","1","US000","5","1011","United States","Natural resources and mining","125300","1731800","2.7","1020","10.5"
"2008","1","US000","5","1012","United States","Construction","890000","7020000","-4.1","898","4.8"
"2008","1","US000","5","1013","United States","Manufacturing","361300","13529800","-2.3","1079","1.9"
"2008","1","US000","5","1021","United States","Trade, transportation, and utilities","1923200","26031100","0.2","745","1.9"
"2008","1","US000","5","1022","United States","Information","144900","3013500","-0.1","1469","2.3"
"2008","1","US000","5","1023","United States","Financial activities","872400","8005600","-1.7","1898","0.2"
"2008","1","US000","5","1024","United States","Professional and business services","1504200","17691900","0.5","1131","4.2"
"2008","1","US000","5","1025","United States","Education and health services","838900","17845800","3.0","767","3.6"
"2008","1","US000","5","1026","United States","Leisure and hospitality","731200","13112500","1.3","360","2.9"
"2008","1","US000","5","1027","United States","Other services","1194100","4444100","1.0","547","3.4"
"2008","1","US000","8","10","United States","Government","291800","22032900","1.3","868","2.7"
"2008","1","06037","0","10","Los Angeles, CA","Total, All Industries","425000","4229600","0.4","992","2.1"
"2008","1","06037","5","10","Los Angeles, CA","Private industry","421000","3617000","-0.1","975","2.1"
"2008","1","06037","5","1011","Los Angeles, CA","Natural resources and mining","500","11400","-5.0","1745","13.8"
"2008","1","06037","5","1012","Los Angeles, CA","Construction","14000","149600","-5.5","975","2.6"
"2008","1","06037","5","1013","Los Angeles, CA","Manufacturing","14800","440000","-3.4","1084","5.0"
"2008","1","06037","5","1021","Los Angeles, CA","Trade, transportation, and utilities","54200","803600","0.0","792","1.1"
"2008","1","06037","5","1022","Los Angeles, CA","Information","8500","214600","2.2","1723","0.5"
"2008","1","06037","5","1023","Los Angeles, CA","Financial activities","24400","240600","-4.3","1807","0.3"
"2008","1","06037","5","1024","Los Angeles, CA","Professional and business services","42400","597500","-1.5","1165","4.3"
"2008","1","06037","5","1025","Los Angeles, CA","Education and health services","27900","492500","2.9","848","3.4"
"2008","1","06037","5","1026","Los Angeles, CA","Leisure and hospitality","26700","397900","1.2","528","3.5"
"2008","1","06037","5","1027","Los Angeles, CA","Other services","192200","250000","1.3","441","4.8"
"2008","1","06037","8","10","Los Angeles, CA","Government","4000","612600","3.2","1088","1.5"
"2008","1","17031","0","10","Cook, IL","Total, All Industries","138200","2490400","-0.5","1147","2.7"
"2008","1","17031","5","10","Cook, IL","Private industry","136800","2178200","-0.5","1167","2.9"
"2008","1","17031","5","1011","Cook, IL","Natural resources and mining","100","1000","-10.7","919","-6.5"
"2008","1","17031","5","1012","Cook, IL","Construction","12100","84300","-4.9","1315","9.2"
"2008","1","17031","5","1013","Cook, IL","Manufacturing","7000","229400","-3.0","1062","1.8"
"2008","1","17031","5","1021","Cook, IL","Trade, transportation, and utilities","27400","465900","-1.1","838","2.7"
"2008","1","17031","5","1022","Cook, IL","Information","2500","57500","0.4","1820","0.2"
"2008","1","17031","5","1023","Cook, IL","Financial activities","15700","209600","-2.4","2905","4.5"
"2008","1","17031","5","1024","Cook, IL","Professional and business services","28500","431200","-0.1","1403","3.2"
"2008","1","17031","5","1025","Cook, IL","Education and health services","13700","373100","1.9","833","3.3"
"2008","1","17031","5","1026","Cook, IL","Leisure and hospitality","11500","226600","1.2","412","1.2"
"2008","1","17031","5","1027","Cook, IL","Other services","14200","95600","0.6","721","2.9"
"2008","1","17031","8","10","Cook, IL","Government","1400","312200","-0.5","1006","1.3"
"2008","1","36061","0","10","New York, NY","Total, All Industries","118500","2376000","1.7","2805","-1.0"
"2008","1","36061","5","10","New York, NY","Private industry","118300","1923200","1.9","3229","-1.4"
"2008","1","36061","5","1011","New York, NY","Natural resources and mining","0","200","-4.5","2375","23.3"
"2008","1","36061","5","1012","New York, NY","Construction","2300","36200","8.9","1596","8.6"
"2008","1","36061","5","1013","New York, NY","Manufacturing","3000","36000","-6.3","1499","-4.1"
"2008","1","36061","5","1021","New York, NY","Trade, transportation, and utilities","21700","246400","0.8","1211","0.8"
"2008","1","36061","5","1022","New York, NY","Information","4400","134100","0.7","2698","5.0"
"2008","1","36061","5","1023","New York, NY","Financial activities","18700","377600","0.7","9840","-3.7"
"2008","1","36061","5","1024","New York, NY","Professional and business services","24700","489300","1.9","2343","3.8"
"2008","1","36061","5","1025","New York, NY","Education and health services","8700","293100","1.5","989","3.9"
"2008","1","36061","5","1026","New York, NY","Leisure and hospitality","11300","213900","3.7","766","2.7"
"2008","1","36061","5","1027","New York, NY","Other services","17600","87800","1.8","1105","7.6"
"2008","1","36061","8","10","New York, NY","Government","300","452800","0.8","1004","1.7"
"2008","1","48201","0","10","Harris, TX","Total, All Industries","96600","2046500","3.4","1172","3.8"
"2008","1","48201","5","10","Harris, TX","Private industry","96100","1791500","3.5","1212","3.9"
"2008","1","48201","5","1011","Harris, TX","Natural resources and mining","1500","80000","5.5","3698","13.5"
"2008","1","48201","5","1012","Harris, TX","Construction","6700","157000","5.4","1042","3.6"
"2008","1","48201","5","1013","Harris, TX","Manufacturing","4700","184100","2.7","1524","2.8"
"2008","1","48201","5","1021","Harris, TX","Trade, transportation, and utilities","22200","426900","3.3","1068","1.6"
"2008","1","48201","5","1022","Harris, TX","Information","1400","32600","0.0","1363","-4.0"
"2008","1","48201","5","1023","Harris, TX","Financial activities","10600","120300","0.9","1701","1.3"
"2008","1","48201","5","1024","Harris, TX","Professional and business services","19300","337700","3.6","1293","4.0"
"2008","1","48201","5","1025","Harris, TX","Education and health services","10200","216500","4.6","839","3.1"
"2008","1","48201","5","1026","Harris, TX","Leisure and hospitality","7500","176800","3.0","384","2.7"
"2008","1","48201","5","1027","Harris, TX","Other services","11400","58500","1.7","632","5.3"
"2008","1","48201","8","10","Harris, TX","Government","500","255000","2.9","893","2.1"
"2008","1","04013","0","10","Maricopa, AZ","Total, All Industries","101700","1805200","-1.4","867","1.3"
"2008","1","04013","5","10","Maricopa, AZ","Private industry","101000","1580700","-1.9","865","1.1"
"2008","1","04013","5","1011","Maricopa, AZ","Natural resources and mining","500","8700","-4.2","991","22.5"
"2008","1","04013","5","1012","Maricopa, AZ","Construction","11000","144500","-14.2","884","2.4"
"2008","1","04013","5","1013","Maricopa, AZ","Manufacturing","3600","127300","-4.6","1252","5.0"
"2008","1","04013","5","1021","Maricopa, AZ","Trade, transportation, and utilities","22400","372200","-0.1","805","-1.2"
"2008","1","04013","5","1022","Maricopa, AZ","Information","1700","30900","3.5","1164","0.9"
"2008","1","04013","5","1023","Maricopa, AZ","Financial activities","13000","145000","-4.4","1238","-0.8"
"2008","1","04013","5","1024","Maricopa, AZ","Professional and business services","22600","306800","-1.9","870","1.6"
"2008","1","04013","5","1025","Maricopa, AZ","Education and health services","9900","206500","4.6","879","3.4"
"2008","1","04013","5","1026","Maricopa, AZ","Leisure and hospitality","7300","187100","0.6","405","0.0"
"2008","1","04013","5","1027","Maricopa, AZ","Other services","7200","50500","1.0","577","4.2"
"2008","1","04013","8","10","Maricopa, AZ","Government","700","224500","2.8","880","3.0"
"2008","1","06059","0","10","Orange, CA","Total, All Industries","100100","1504900","-1.1","1019","1.2"
"2008","1","06059","5","10","Orange, CA","Private industry","98700","1347300","-1.4","1001","0.9"
"2008","1","06059","5","1011","Orange, CA","Natural resources and mining","200","6500","0.7","563","-0.2"
"2008","1","06059","5","1012","Orange, CA","Construction","7000","94500","-8.2","1080","0.7"
"2008","1","06059","5","1013","Orange, CA","Manufacturing","5300","174200","-2.2","1188","3.0"
"2008","1","06059","5","1021","Orange, CA","Trade, transportation, and utilities","17500","276200","-0.4","918","-1.2"
"2008","1","06059","5","1022","Orange, CA","Information","1400","29700","-2.7","1544","10.9"
"2008","1","06059","5","1023","Orange, CA","Financial activities","11000","115700","-13.6","1722","[ND]"
"2008","1","06059","5","1024","Orange, CA","Professional and business services","19000","273900","-1.7","1124","3.7"
"2008","1","06059","5","1025","Orange, CA","Education and health services","9900","146800","4.2","863","3.0"
"2008","1","06059","5","1026","Orange, CA","Leisure and hospitality","7100","175100","3.5","397","0.3"
"2008","1","06059","5","1027","Orange, CA","Other services","15300","47900","1.7","560","0.4"
"2008","1","06059","8","10","Orange, CA","Government","1400","157600","1.5","1170","3.0"
"2008","1","48113","0","10","Dallas, TX","Total, All Industries","67800","1489700","2.0","1119","2.6"
"2008","1","48113","5","10","Dallas, TX","Private industry","67300","1322200","1.9","1145","2.5"
"2008","1","48113","5","1011","Dallas, TX","Natural resources and mining","600","8000","13.6","3497","20.2"
"2008","1","48113","5","1012","Dallas, TX","Construction","4400","84000","3.7","953","1.6"
"2008","1","48113","5","1013","Dallas, TX","Manufacturing","3100","135400","-3.3","1320","1.0"
"2008","1","48113","5","1021","Dallas, TX","Trade, transportation, and utilities","15100","304500","1.4","1003","2.8"
"2008","1","48113","5","1022","Dallas, TX","Information","1700","49600","0.3","1694","5.2"
"2008","1","48113","5","1023","Dallas, TX","Financial activities","8800","144100","[ND]","1869","2.2"
"2008","1","48113","5","1024","Dallas, TX","Professional and business services","14700","279000","3.8","1236","3.3"
"2008","1","48113","5","1025","Dallas, TX","Education and health services","6600","148600","3.6","891","3.7"
"2008","1","48113","5","1026","Dallas, TX","Leisure and hospitality","5300","128800","2.6","509","-2.9"
"2008","1","48113","5","1027","Dallas, TX","Other services","6500","38900","1.7","625","3.1"
"2008","1","48113","8","10","Dallas, TX","Government","500","167400","2.6","913","3.4"
"2008","1","06073","0","10","San Diego, CA","Total, All Industries","97800","1327600","0.0","945","1.9"
"2008","1","06073","5","10","San Diego, CA","Private industry","96500","1098100","-0.5","936","1.7"
"2008","1","06073","5","1011","San Diego, CA","Natural resources and mining","800","11300","0.7","534","4.3"
"2008","1","06073","5","1012","San Diego, CA","Construction","7100","78000","-12.3","985","3.4"
"2008","1","06073","5","1013","San Diego, CA","Manufacturing","3200","103100","-0.2","1316","5.5"
"2008","1","06073","5","1021","San Diego, CA","Trade, transportation, and utilities","14400","216100","-1.7","772","3.8"
"2008","1","06073","5","1022","San Diego, CA","Information","1300","38200","1.9","1910","-4.8"
"2008","1","06073","5","1023","San Diego, CA","Financial activities","9700","76400","-6.5","1329","-2.4"
"2008","1","06073","5","1024","San Diego, CA","Professional and business services","16100","217200","-0.2","1170","3.5"
"2008","1","06073","5","1025","San Diego, CA","Education and health services","8100","135200","4.1","840","3.1"
"2008","1","06073","5","1026","San Diego, CA","Leisure and hospitality","6900","160400","2.0","422","1.7"
"2008","1","06073","5","1027","San Diego, CA","Other services","24300","55900","1.4","482","0.6"
"2008","1","06073","8","10","San Diego, CA","Government","1300","229500","2.7","986","2.2"
"2008","1","53033","0","10","King, WA","Total, All Industries","76800","1186200","2.7","1125","4.2"
"2008","1","53033","5","10","King, WA","Private industry","76300","1030400","2.9","1142","4.3"
"2008","1","53033","5","1011","King, WA","Natural resources and mining","400","3100","0.4","1621","-0.5"
"2008","1","53033","5","1012","King, WA","Construction","6900","71300","4.9","1086","6.7"
"2008","1","53033","5","1013","King, WA","Manufacturing","2500","112500","1.4","1443","4.9"
"2008","1","53033","5","1021","King, WA","Trade, transportation, and utilities","15100","220200","2.1","958","1.9"
"2008","1","53033","5","1022","King, WA","Information","1800","77800","5.2","2144","12.8"
"2008","1","53033","5","1023","King, WA","Financial activities","7100","76100","0.3","1651","-1.8"
"2008","1","53033","5","1024","King, WA","Professional and business services","13700","189600","3.3","1306","3.7"
"2008","1","53033","5","1025","King, WA","Education and health services","6500","124400","4.2","837","5.5"
"2008","1","53033","5","1026","King, WA","Leisure and hospitality","6200","110000","3.6","447","-1.1"
"2008","1","53033","5","1027","King, WA","Other services","16200","45400","0.6","599","7.7"
"2008","1","53033","8","10","King, WA","Government","500","155800","1.5","1010","3.0"
"2008","1","12086","0","10","Miami-Dade, FL","Total, All Industries","88200","1029900","-1.0","871","1.5"
"2008","1","12086","5","10","Miami-Dade, FL","Private industry","87800","876600","-1.2","837","1.2"
"2008","1","12086","5","1011","Miami-Dade, FL","Natural resources and mining","500","10800","-6.5","465","-1.5"
"2008","1","12086","5","1012","Miami-Dade, FL","Construction","6500","50900","-11.4","812","1.0"
"2008","1","12086","5","1013","Miami-Dade, FL","Manufacturing","2700","46000","-6.3","774","2.1"
"2008","1","12086","5","1021","Miami-Dade, FL","Trade, transportation, and utilities","23500","253700","-0.2","777","1.0"
"2008","1","12086","5","1022","Miami-Dade, FL","Information","1600","20100","-3.6","1354","-3.2"
"2008","1","12086","5","1023","Miami-Dade, FL","Financial activities","10600","70500","-3.0","1483","4.0"
"2008","1","12086","5","1024","Miami-Dade, FL","Professional and business services","17900","135600","-4.1","992","0.7"
"2008","1","12086","5","1025","Miami-Dade, FL","Education and health services","9400","141700","3.9","796","3.2"
"2008","1","12086","5","1026","Miami-Dade, FL","Leisure and hospitality","5900","107000","0.1","506","1.8"
"2008","1","12086","5","1027","Miami-Dade, FL","Other services","7600","37200","2.5","526","1.3"
"2008","1","12086","8","10","Miami-Dade, FL","Government","400","153300","0.2","1062","2.5"
"2008","2","US000","0","10","United States","Total, All Industries","9107300","136631800","-0.3","841","2.6"
"2008","2","US000","5","10","United States","Private industry","8815200","114859800","-0.6","828","2.2"
"2008","2","US000","5","1011","United States","Natural resources and mining","125600","1994200","1.6","903","8.0"
"2008","2","US000","5","1012","United States","Construction","889700","7388500","-5.8","902","4.6"
"2008","2","US000","5","1013","United States","Manufacturing","360700","13565700","-2.8","1009","1.5"
"2008","2","US000","5","1021","United States","Trade, transportation, and utilities","1925100","26212900","-0.7","718","0.4"
"2008","2","US000","5","1022","United States","Information","145700","3029200","-1.0","1282","2.2"
"2008","2","US000","5","1023","United States","Financial activities","868400","8041100","-2.2","1207","0.1"
"2008","2","US000","5","1024","United States","Professional and business services","1516800","17924300","-0.6","1045","4.6"
"2008","2","US000","5","1025","United States","Education and health services","844400","17877900","2.8","787","3.6"
"2008","2","US000","5","1026","United States","Leisure and hospitality","735400","13987800","0.6","351","2.6"
"2008","2","US000","5","1027","United States","Other services","1180400","4558500","0.7","543","3.0"
"2008","2","US000","8","10","United States","Government","292100","21772000","1.2","911","4.2"
"2008","2","06037","0","10","Los Angeles, CA","Total, All Industries","421000","4229700","-0.2","946","2.6"
"2008","2","06037","5","10","Los Angeles, CA","Private industry","417000","3613100","-0.6","922","2.9"
"2008","2","06037","5","1011","Los Angeles, CA","Natural resources and mining","500","11400","-7.7","1321","16.2"
"2008","2","06037","5","1012","Los Angeles, CA","Construction","13900","148000","-7.9","992","5.4"
"2008","2","06037","5","1013","Los Angeles, CA","Manufacturing","14700","438400","-3.4","1025","3.5"
"2008","2","06037","5","1021","Los Angeles, CA","Trade, transportation, and utilities","53900","799900","-0.7","776","0.3"
"2008","2","06037","5","1022","Los Angeles, CA","Information","8700","220300","5.0","1551","1.6"
"2008","2","06037","5","1023","Los Angeles, CA","Financial activities","24200","237100","-5.1","1402","-0.8"
"2008","2","06037","5","1024","Los Angeles, CA","Professional and business services","42400","589700","[ND]","1126","7.5"
"2008","2","06037","5","1025","Los Angeles, CA","Education and health services","27900","483100","2.7","863","3.7"
"2008","2","06037","5","1026","Los Angeles, CA","Leisure and hospitality","26800","408900","1.0","522","3.6"
"2008","2","06037","5","1027","Los Angeles, CA","Other services","188600","254600","0.1","446","4.2"
"2008","2","06037","8","10","Los Angeles, CA","Government","4000","616600","2.5","1091","0.9"
"2008","2","17031","0","10","Cook, IL","Total, All Industries","139300","2533400","-0.8","999","1.9"
"2008","2","17031","5","10","Cook, IL","Private industry","137900","2220200","-0.9","989","1.6"
"2008","2","17031","5","1011","Cook, IL","Natural resources and mining","100","1200","-10.7","911","-7.5"
"2008","2","17031","5","1012","Cook, IL","Construction","12300","93900","-5.5","1236","5.1"
"2008","2","17031","5","1013","Cook, IL","Manufacturing","7000","230000","-3.3","1000","1.9"
"2008","2","17031","5","1021","Cook, IL","Trade, transportation, and utilities","27500","468800","-1.4","790","0.5"
"2008","2","17031","5","1022","Cook, IL","Information","2500","57400","0.0","1450","1.6"
"2008","2","17031","5","1023","Cook, IL","Financial activities","15800","210100","-3.3","1682","3.8"
"2008","2","17031","5","1024","Cook, IL","Professional and business services","28700","437800","-1.2","1241","0.8"
"2008","2","17031","5","1025","Cook, IL","Education and health services","13800","373400","2.2","846","2.2"
"2008","2","17031","5","1026","Cook, IL","Leisure and hospitality","11600","246000","1.3","436","3.8"
"2008","2","17031","5","1027","Cook, IL","Other services","14400","98200","1.2","720","3.4"
"2008","2","17031","8","10","Cook, IL","Government","1400","313200","-0.6","1067","3.9"
"2008","2","36061","0","10","New York, NY","Total, All Industries","118600","2392500","1.0","1569","2.0"
"2008","2","36061","5","10","New York, NY","Private industry","118300","1940600","1.2","1691","2.1"
"2008","2","36061","5","1011","New York, NY","Natural resources and mining","0","200","0.0","3487","45.4"
"2008","2","36061","5","1012","New York, NY","Construction","2400","37300","4.2","1525","6.1"
"2008","2","36061","5","1013","New York, NY","Manufacturing","3000","36000","-5.3","1286","1.5"
"2008","2","36061","5","1021","New York, NY","Trade, transportation, and utilities","21700","249200","-0.2","1166","2.2"
"2008","2","36061","5","1022","New York, NY","Information","4400","136100","0.6","1997","5.2"
"2008","2","36061","5","1023","New York, NY","Financial activities","18900","379000","-0.7","3047","-0.1"
"2008","2","36061","5","1024","New York, NY","Professional and business services","25000","498400","1.6","1832","4.3"
"2008","2","36061","5","1025","New York, NY","Education and health services","8700","288100","1.5","1027","4.1"
"2008","2","36061","5","1026","New York, NY","Leisure and hospitality","11500","219600","3.3","744","2.3"
"2008","2","36061","5","1027","New York, NY","Other services","17800","89300","1.9","951","6.6"
"2008","2","36061","8","10","New York, NY","Government","300","451900","0.3","1052","1.5"
"2008","2","48201","0","10","Harris, TX","Total, All Industries","97000","2073400","2.8","1070","3.9"
"2008","2","48201","5","10","Harris, TX","Private industry","96500","1821800","2.7","1089","3.8"
"2008","2","48201","5","1011","Harris, TX","Natural resources and mining","1500","83600","6.0","3077","[ND]"
"2008","2","48201","5","1012","Harris, TX","Construction","6700","160500","4.9","1048","7.0"
"2008","2","48201","5","1013","Harris, TX","Manufacturing","4700","187400","3.1","1299","2.4"
"2008","2","48201","5","1021","Harris, TX","Trade, transportation, and utilities","22300","431200","2.5","930","1.6"
"2008","2","48201","5","1022","Harris, TX","Information","1400","32500","-1.1","1248","-1.0"
"2008","2","48201","5","1023","Harris, TX","Financial activities","10600","119600","-0.8","1303","4.6"
"2008","2","48201","5","1024","Harris, TX","Professional and business services","19400","342400","1.9","1223","4.6"
"2008","2","48201","5","1025","Harris, TX","Education and health services","10300","218800","3.8","867","2.8"
"2008","2","48201","5","1026","Harris, TX","Leisure and hospitality","7500","183700","2.6","380","0.5"
"2008","2","48201","5","1027","Harris, TX","Other services","11500","60500","2.5","622","4.4"
"2008","2","48201","8","10","Harris, TX","Government","500","251600","3.1","935","4.6"
"2008","2","04013","0","10","Maricopa, AZ","Total, All Industries","102200","1741000","-3.1","845","2.1"
"2008","2","04013","5","10","Maricopa, AZ","Private industry","101600","1558300","-3.4","826","1.6"
"2008","2","04013","5","1011","Maricopa, AZ","Natural resources and mining","500","9400","-3.8","761","8.4"
"2008","2","04013","5","1012","Maricopa, AZ","Construction","11000","138800","-18.8","875","4.0"
"2008","2","04013","5","1013","Maricopa, AZ","Manufacturing","3600","126900","-4.8","1146","2.4"
"2008","2","04013","5","1021","Maricopa, AZ","Trade, transportation, and utilities","22700","368700","-1.3","779","-3.0"
"2008","2","04013","5","1022","Maricopa, AZ","Information","1700","30900","-0.2","1013","0.2"
"2008","2","04013","5","1023","Maricopa, AZ","Financial activities","13000","144200","-4.5","1041","-0.9"
"2008","2","04013","5","1024","Maricopa, AZ","Professional and business services","22700","298700","-4.9","862","6.7"
"2008","2","04013","5","1025","Maricopa, AZ","Education and health services","10000","208500","5.9","893","3.8"
"2008","2","04013","5","1026","Maricopa, AZ","Leisure and hospitality","7300","180500","-0.1","395","0.5"
"2008","2","04013","5","1027","Maricopa, AZ","Other services","7300","50900","-1.4","577","3.2"
"2008","2","04013","8","10","Maricopa, AZ","Government","700","182700","0.0","988","4.4"
"2008","2","06059","0","10","Orange, CA","Total, All Industries","101200","1502400","-1.7","954","0.2"
"2008","2","06059","5","10","Orange, CA","Private industry","99800","1343700","-2.1","937","-0.2"
"2008","2","06059","5","1011","Orange, CA","Natural resources and mining","200","5600","-6.9","570","-6.3"
"2008","2","06059","5","1012","Orange, CA","Construction","7000","91100","-13.0","1076","3.9"
"2008","2","06059","5","1013","Orange, CA","Manufacturing","5300","173500","-3.0","1121","-2.1"
"2008","2","06059","5","1021","Orange, CA","Trade, transportation, and utilities","17400","273600","-1.7","900","1.7"
"2008","2","06059","5","1022","Orange, CA","Information","1300","29800","0.1","1358","3.1"
"2008","2","06059","5","1023","Orange, CA","Financial activities","10900","114600","-10.5","1347","-5.7"
"2008","2","06059","5","1024","Orange, CA","Professional and business services","18900","269300","-3.4","1059","4.0"
"2008","2","06059","5","1025","Orange, CA","Education and health services","9900","147400","4.6","861","4.0"
"2008","2","06059","5","1026","Orange, CA","Leisure and hospitality","7100","180900","2.8","415","1.2"
"2008","2","06059","5","1027","Orange, CA","Other services","16500","50300","3.2","550","-0.4"
"2008","2","06059","8","10","Orange, CA","Government","1400","158700","1.4","1099","3.5"
"2008","2","48113","0","10","Dallas, TX","Total, All Industries","68100","1498900","1.2","1010","-0.2"
"2008","2","48113","5","10","Dallas, TX","Private industry","67600","1332600","1.0","1016","-0.7"
"2008","2","48113","5","1011","Dallas, TX","Natural resources and mining","600","8300","16.6","3143","8.6"
"2008","2","48113","5","1012","Dallas, TX","Construction","4400","86000","2.7","924","-1.2"
"2008","2","48113","5","1013","Dallas, TX","Manufacturing","3100","134100","-4.0","1149","-3.4"
"2008","2","48113","5","1021","Dallas, TX","Trade, transportation, and utilities","15200","304700","0.3","943","-2.7"
"2008","2","48113","5","1022","Dallas, TX","Information","1700","49100","-0.9","1394","2.4"
"2008","2","48113","5","1023","Dallas, TX","Financial activities","8800","145700","1.1","1318","-0.9"
"2008","2","48113","5","1024","Dallas, TX","Professional and business services","14800","282400","2.7","1121","0.0"
"2008","2","48113","5","1025","Dallas, TX","Education and health services","6600","148300","2.8","963","-1.1"
"2008","2","48113","5","1026","Dallas, TX","Leisure and hospitality","5300","132800","1.2","463","5.9"
"2008","2","48113","5","1027","Dallas, TX","Other services","6500","40100","-0.9","627","4.0"
"2008","2","48113","8","10","Dallas, TX","Government","500","166300","2.4","962","4.5"
"2008","2","06073","0","10","San Diego, CA","Total, All Industries","98300","1336700","-0.4","926","4.2"
"2008","2","06073","5","10","San Diego, CA","Private industry","97000","1107000","-0.8","898","3.6"
"2008","2","06073","5","1011","San Diego, CA","Natural resources and mining","800","11600","0.6","556","2.2"
"2008","2","06073","5","1012","San Diego, CA","Construction","7000","78200","-13.0","971","5.1"
